Zona,Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,,,4.7553,3.1702
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1023.633,1023.639,1571.313,1380.0506,1226.3006,6339.1439,6248.7957
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,580.024,574.307,372.0944,431.5344,557.5472,2004.3168,2695.0094
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,257.182,257.18,107.7834,256.2497,337.6156,1221.5451,1284.4186
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1312.892,1312.907,2283.33649,1779.2741,1767.1208,8564.8226,7715.2051
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,76.429,76.426,79.2525,67.6288,73.969,385.6955,332.3322
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,65.396,64.697,,73.7056,43.9856,361.7915,254.4032
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,61.0236,1.8492,,7.3968,
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,23.222,23.219,124.6906,52.835,23.2474,325.4636,122.5772
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,31.434,31.44,39.6275,11.0957,26.9467,136.3186,110.957
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,392.464,392.475,451.7393,353.9945,451.7393,1770.5009,2097.0212
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,169.483,165.71,150.9776,63.0064,181.8864,413.7024,766.776
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,116.984,116.988,131.0308,85.0643,128.389,459.6644,595.4502
REGION LIMA,REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,443.803,443.795,696.6512,390.7266,675.2515,2455.8469,3013.2709
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,MIXTOS,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,,,8.4537
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,MIXTOS,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,,,,1.5851
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,866.88,866.891,1020.2444,725.4247,966.3523,3786.6871,4759.3771
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,286.716,286.726,277.783,227.457,210.4176,1266.072,1370.2901
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,54.4,54.406,40.6829,69.9181,49.6648,366.8504,337.0868
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,124.701,124.689,130.7701,123.9015,183.0787,679.2128,658.3434
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,154.084,154.095,107.2552,162.7322,108.8401,878.1188,548.9558
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,,14.2656,,82.0272
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,14.577,14.579,27.4742,18.4923,23.2474,80.3093,94.0463
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,406.409,406.416,409.9999,347.1262,452.2676,1748.3109,1887.7947
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,127.203,127.184,96.2928,110.9546,108.1808,527.8271,668.1056
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,24.812,24.825,26.9458,44.205,39.8022,209.5783,175.5878
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,54.206,54.197,53.3646,65.5173,92.7281,323.6233,358.2317
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,,,,1.5851
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,MIXTOS,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,,,445.9315
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,,,113.3322,
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,MIXTOS,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,,,,262.5934
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,9283.242,9283.24,12572.62,11914.294,9783.4647,49740.4809,47795.0789
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,3160.23,3160.278,2946.639,2720.7669,3662.6928,12166.1792,15790.0377
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,857.119,857.133,407.3571,866.4922,1072.0198,3587.6645,3672.1999
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1360.75,1360.764,1610.457,1407.8293,1518.5229,6412.5048,6506.821
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1877.186,1877.155,1966.52,2971.975,1719.7797,10413.2599,7614.5824
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,4.7552,315.032,36.4565,1414.2757
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,7.3968,,,,
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,345.382,345.381,364.5617,317.5384,269.4585,1225.244,1096.3263
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,4650.947,4650.934,5052.6143,4571.8131,4283.862,18732.1237,20339.8908
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1615.929,1615.998,1167.7979,1245.0699,1724.1563,5210.9068,7677.2706
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,496.447,496.468,318.066,453.3231,813.833,1966.1599,2473.022
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,615.463,615.425,781.9791,538.9315,758.2039,2767.5732,3236.762
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,MIXTOS,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,,,116.2381
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,,,4.7552,
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,MIXTOS,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,,,,14.2656
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,858.861,858.865,1099.4964,867.551,741.2751,3678.3732,3864.3522
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1070.954,1070.95,1021.1792,851.1808,1062.7872,4169.9141,4907.3656
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,184.34,184.341,62.8736,188.0925,153.2213,805.2047,735.991
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,941.306,941.296,1565.0217,1089.7553,1097.6813,5133.8713,4356.9088
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,136.643,136.664,97.2164,127.3324,121.5205,600.2057,447.5125
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,2.3776,28.5312,7.1328,151.7701
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,13.095,13.097,29.5876,17.9639,31.701,88.7628,107.2551
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,472.541,472.54,371.9584,310.6698,346.0693,1354.6895,1661.1326
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,401.545,401.524,307.8992,252.0256,388.7376,1341.7589,1879.4928
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,64.176,64.175,33.286,72.9122,65.8674,297.2841,337.9674
REGION LIMA,REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,314.794,314.789,506.7029,326.2656,370.1205,1711.6406,1602.5339
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,SPRITE SIN AZÚCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,SPRITE SIN AZÚCAR FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,,1.8492,,5.5476,
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5.174,5.172,,9.5106,,28.5318,23.7765
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2240.691,2046.55,4141.7372,3696.868,3443.7861,14438.2294,14080.5291
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,337.521,303.963,215.1728,189.0192,280.5568,837.7078,2287.6474
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,115.472,116.473,88.7628,93.5178,87.1777,551.0686,401.0171
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,285.681,281.132,628.7564,389.9343,493.7581,1892.0796,2292.3178
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,FANTA SIN AZÚCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA SIN AZÚCAR FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,,1.8492,,3.6984,
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,520.435,479.657,993.298,836.907,570.0897,3378.2706,2583.1037
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,465.564,413.9,,372.0944,259.5547,1633.8075,1662.735
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,453.054,167.3526,,614.859,
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,207.178,194.353,348.711,188.0926,175.4122,809.9606,851.7002
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,56.351,54.21,66.5742,42.7977,39.6275,267.8819,190.212
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1125.994,1030.294,1628.3752,1359.9731,1596.6737,5267.1215,5947.6365
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,180.389,158.899,59.8363,39.2304,188.623,200.9072,1271.6199
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,46.191,46.164,71.8556,37.5127,45.9664,210.2828,222.9632
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,156.493,155.483,245.6905,201.0432,270.259,866.52,1149.1948
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,SPRITE SIN AZÚCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,SPRITE SIN AZÚCAR FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,,,,1.8492,
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,20.224,20.248,7.9255,19.0212,17.4361,109.3719,90.3507
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,,,994.6285,
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,29642.155,29829.04,37292.02709,35891.8986,26760.9415,141260.8807,128143.4019
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,4305.722,4336.615,3404.7232,2678.7627,4297.9082,11799.6327,28290.6671
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,957.634,956.228,1010.9095,1124.8558,1027.1102,4787.1988,3974.4159
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2523.093,2527.444,4487.153,3428.0379,4057.5793,15403.4567,23258.3982
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,7395.612,7433.247,12343.3127,11777.4687,7409.5806,41479.1928,32102.5477
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6041.53,6093.066,,4726.6689,3688.4501,19570.422,24202.3831
REGION LIMA,REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,6167.6984,2058.4678,,7638.4288,
