Zona,Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,241.749,241.755,229.3039,272.1003,201.8297,721.1978,738.1051
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,32076.665,32076.665,23169.31571,17171.4234,26971.4944,100606.1627,140400.0539
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,2346.838,2346.848,853.2852,1309.2512,1710.2688,4896.3949,6507.1579
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,46.628,46.627,5.5477,24.5688,19.021,76.8768,91.9347
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,56.069,56.059,1.5851,22.1914,18.2286,99.0687,97.7476
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,538.1297,,3412.6468,2475.0809
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1791.708,1790.867,1662.1906,1581.3533,1455.6088,6191.7401,5980.4069
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,49375.788,49394.606,80155.63242,78626.0435,69381.5438,276089.2897,253243.3072
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1140.35,1139.312,532.215,1189.2906,1118.4881,4672.6305,4495.2667
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,136.682,136.689,341.8474,225.608,123.8997,1022.6356,567.1903
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2663.701,2663.178,4999.7789,5920.164,2659.715,21458.945,10612.9721
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,15418.266,15411.072,9262.3366,16289.3347,6108.852,63870.2757,40059.004
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,4904.16,4900.459,7014.9145,3860.6566,4523.2083,11758.4386,13379.4202
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1599.983,1599.58,1387.4486,1363.6734,1586.108,5299.8853,6013.1561
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,34371.751,34377.139,51569.74764,51591.9382,48586.683,190637.1561,185681.0972
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1189.026,1188.486,908.3924,1076.225,1117.6085,4234.4555,4363.5346
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,134.892,134.899,243.0439,201.3042,114.1252,812.3484,541.3016
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3.296,3.296,,,4.7553,7.1328,14.2659
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,,,,19.0208
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,24.947,24.635,41.2113,27.4742,25.3609,124.6906,101.9719
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2690.409,2686.506,3130.1107,2693.4247,2522.6327,11015.4208,9913.7993
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,38.255,38.496,125.0427,56.5329,28.5307,241.4535,123.281
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,213.535,213.537,179.9086,217.9508,197.3449,1043.7866,775.1136
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,104.22,104.706,77.1391,101.9716,84.536,426.3786,318.5951
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,355.198,354.802,249.648,330.0901,218.7394,1410.3129,1033.463
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.145,1.979,51.25,4.2268,8.4536,66.5721,30.6444
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,22.618,22.622,20.0773,26.4175,27.4742,115.7087,84.5361
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2195.286,2193.561,2377.6005,2204.8278,2042.7572,8969.4969,9077.2821
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,32.648,32.87,317.5381,49.3122,27.474,196.8963,102.4992
REGION SUR,REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,107.191,107.189,106.9941,137.1109,86.3879,609.7338,364.5728
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,26.72,26.724,156.3916,80.3092,17.4356,217.6802,117.2939
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,142.83,142.832,1167.4016,155.7328,713.28,817.4982,1125.7935
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,111.95,111.953,106.7267,177.5256,64.6348,486.2581,255.1931
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8.443,8.442,98.2762,57.0636,11.0957,201.3077,77.6699
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,42.268,71.8556,19.0206,143.7112,38.0412
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6.844,6.847,16.6432,7.1328,16.6432,24.9648,36.8528
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,20.295,20.297,84.536,42.268,48.6082,131.0308,97.7448
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.817,3.817,2.1134,2.1134,6.3402,6.3402,10.567
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,,,,,,1.3209,
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,48.552,48.556,159.6955,66.5729,105.8033,383.5863,253.2147
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,3.752,3.752,12.6804,9.5103,2.1134,26.4175,8.4536
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,1.5851,,,,
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,291.545,291.546,441.7006,773.5044,327.5799,2905.925,1566.5719
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,3986.333,3986.334,4177.44321,9657.8112,7338.4624,42647.0112,23082.9296
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,366.557,366.558,235.6441,334.9739,277.9121,1455.0759,1305.0245
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,93.307,93.304,57.0636,71.3295,80.8401,410.5409,367.7432
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,57.694,57.693,63.402,78.1958,52.835,251.4946,164.8452
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,89.139,89.142,68.9504,2096.2506,90.3488,7048.7914,378.0384
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,112.171,112.175,44.3814,63.402,73.969,143.7112,243.041
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,2.1134,6.3402,,19.0206,12.6804
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,304.916,304.914,356.64,863.0688,492.1632,2463.1936,1757.4427
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,13.33,13.334,11.6237,5.2835,9.5103,14.7938,47.5515
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,251.943,251.949,126.2757,42.268,243.043,150.5798,680.5198
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6699.727,6699.713,1947.6507,796.496,2806.7569,3155.4715,9942.3269
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,216.11,216.105,86.6494,171.1854,139.4844,630.8499,629.9693
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,61.913,61.914,114.1272,72.9146,34.8722,285.318,131.8275
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,78.689,78.698,80.3092,173.2988,65.5154,530.4634,278.9688
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,134.627,134.61,120.4651,36.8528,74.8943,262.7248,489.7855
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,460.087,460.092,183.8659,181.7524,175.4122,585.4118,598.0922
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,49.621,49.621,10.567,14.7938,23.2474,33.8144,94.0463
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,641.729,641.736,328.1088,367.3392,431.931,1272.8085,1565.2531
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,13.129,13.138,30.6443,24.3041,17.9639,106.7267,69.7422
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,14.7938,,,14.7938,
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,154.799,154.8,261.9323,114.1248,61.8176,718.0352,336.8266
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,33.773,33.772,10.567,28.5309,3.1701,136.3143,36.9845
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,28.143,28.143,17.4361,19.0212,17.4361,109.3719,61.8189
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,4.2268,4.2268,,35.9278,
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,18.254,18.253,9.5104,9.5104,9.5104,77.272,38.0416
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,4.2268,,,21.134,
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,,2.1134,
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,25.333,25.332,40.4192,33.2864,23.3799,230.2309,78.0647
REGION SUR,REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,13.134,13.137,3.1701,3.1701,3.1701,22.1907,27.4742
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,6.607,6.618,4.2268,3.1701,7.3969,23.2474,17.9639
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,850.389,850.384,690.2966,491.3707,786.1928,1966.6716,2812.3036
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,16.816,16.817,30.1159,26.9455,19.0204,91.4037,56.5326
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5.73,5.732,22.9837,26.9464,7.1329,88.7646,24.5687
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,61.562,61.555,63.402,56.0051,46.4948,215.5668,144.7679
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,237.563,237.56,152.1664,136.712,154.1479,511.184,574.9831
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,294.1,294.105,453.3244,245.1544,270.5152,930.4244,790.94
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.882,3.883,,2.1134,3.1701,20.0773,13.7371
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,318.589,318.584,321.7685,256.7808,382.0028,1006.5174,1223.2769
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,10.506,10.509,19.5489,17.4353,16.907,60.7595,38.5689
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4.965,4.968,11.888,13.4732,,47.5523,11.888
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.413,3.408,102.4999,14.7938,8.4536,25.3608,18.4923
