Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION SUR,Sub. Arequipa,93 COM. SAN JOSE ESPINAR,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,19,0,0,8,0
REGION SUR,Sub. Arequipa,93 COM. SAN JOSE ESPINAR,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,23,22,0,120,0
REGION SUR,Sub. Arequipa,93 COM. SAN JOSE ESPINAR,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2,0,0,0,0
REGION SUR,Sub. Arequipa,88 AYA CAMANA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8,8,14,8,3,64,35
REGION SUR,Sub. Arequipa,88 AYA CAMANA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,194,194,159,147,122,755,651
REGION SUR,Sub. Arequipa,88 AYA CAMANA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,85,85,156,114,78,563,444
REGION SUR,Sub. Arequipa,88 AYA CAMANA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,29,29,17,22,22,339,280
REGION SUR,Sub. Arequipa,80 PLANTA AREQUIPA May. Direct,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,105,0,0,105,0
REGION SUR,Sub. Arequipa,40 AYA CHALA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,14,14,2,5,6,51,38
REGION SUR,Sub. Arequipa,40 AYA CHALA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,16,0,0,143,0
REGION SUR,Sub. Arequipa,40 AYA CHALA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,136,136,90,114,136,547,579
REGION SUR,Sub. Arequipa,40 AYA CHALA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2,2,0,0,0,5,3
REGION SUR,Sub. Arequipa,38 AYA ATICO ,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8,8,3,8,5,48,35
REGION SUR,Sub. Arequipa,38 AYA ATICO ,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,77,77,113,62,65,447,339
REGION SUR,Sub. Arequipa,38 AYA ATICO ,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2,0,2,5,6
REGION SUR,Sub. Arequipa,06 AYA EL PEDREGAL,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,17,17,31,17,25,71,88
REGION SUR,Sub. Arequipa,06 AYA EL PEDREGAL,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2,2,17,10,0,46,20
REGION SUR,Sub. Arequipa,06 AYA EL PEDREGAL,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,100,100,296,173,77,697,414
REGION SUR,Sub. Arequipa,06 AYA EL PEDREGAL,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,11,11,20,13,9,64,46
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,47,47,52,40,78,178,285
REGION MODERNO,CUENTAS CLAVES,ROKY'S,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,32,32,0,8,24,33,152
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,14,14,6,10,32,73,82
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,202,202,246,223,276,743,748
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,17,17,0,0,25,0,78
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,37,37,100,133,21,499,95
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,16,16,17,14,21,65,74
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,230,230,0,147,187,147,951
REGION MODERNO,CUENTAS CLAVES,PANDA Y MR.SUSHI,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3,3,0,0,0,0,8
REGION MODERNO,CUENTAS CLAVES,OTROS OP4,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8,8,0,0,27,0,73
REGION MODERNO,CUENTAS CLAVES,OTROS IYN 3,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5,5,0,3,3,14,14
REGION MODERNO,CUENTAS CLAVES,OTROS IYN 2,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,5,0,0,6,198
REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6,6,11,8,8,38,14
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,507,507,447,453,702,1975,2484
REGION MODERNO,CUENTAS CLAVES,MC DONALD'S,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4,4,0,0,0,0,11
REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,152,152,57,656,143,3295,482
REGION MODERNO,CUENTAS CLAVES,EL POLLO REAL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1,1,0,0,2,6,6
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2,2,0,0,6,0,14
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2,2,0,0,2,0,8
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,36,0,36,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,3,0,3,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,497,497,-11,100,230,668,769
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,626,626,450,429,1064,2918,3998
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,901,901,1626,1301,1258,5133,4727
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,640,640,222,200,244,612,1029
REGION INSTYBID,INSTITUCIONES,EJECUTIVO 6,INSTITUCIONES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5,5,0,0,0,0,8
REGION NORTE,Sub. Piura,I8 ECOBESA PIURA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,430,207,0,1674,0
REGION NORTE,Sub. Piura,I8 ECOBESA PIURA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,514,962,0,3437,0
REGION NORTE,Sub. Piura,I8 ECOBESA PIURA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,4599,3257,0,14946,0
REGION NORTE,Sub. Piura,I8 ECOBESA PIURA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2565,2131,0,10361,0
REGION NORTE,Sub. Piura,66 SOL NACIENTE TUMBES,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,101,105,0,755,149
REGION NORTE,Sub. Piura,66 SOL NACIENTE TUMBES,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,35,13,0,73,35
REGION NORTE,Sub. Piura,66 SOL NACIENTE TUMBES,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1148,1611,0,8197,1591
REGION NORTE,Sub. Piura,66 SOL NACIENTE TUMBES,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,336,413,0,2660,401
REGION NORTE,Sub. Lambayeque,I7 ECOBESA CHICLAYO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1,1,1096,846,0,3675,521
REGION NORTE,Sub. Lambayeque,I7 ECOBESA CHICLAYO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,636,3444,0,19635,262
REGION NORTE,Sub. Lambayeque,I7 ECOBESA CHICLAYO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,16,15,20176,7699,0,29829,3447
REGION NORTE,Sub. Lambayeque,I7 ECOBESA CHICLAYO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1,1,2966,1963,0,10620,1348
REGION NORTE,Sub. Lambayeque,94 ALPER JAEN,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,62,63,0,330,52
REGION NORTE,Sub. Lambayeque,94 ALPER JAEN,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1110,1818,0,8750,372
REGION NORTE,Sub. Lambayeque,94 ALPER JAEN,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2619,1798,0,5632,697
REGION NORTE,Sub. Lambayeque,94 ALPER JAEN,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,420,203,0,1204,184
REGION NORTE,Sub. Lambayeque,59 LINARES CAJAMARCA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,257,179,0,970,124
REGION NORTE,Sub. Lambayeque,59 LINARES CAJAMARCA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1937,1690,0,11324,281
REGION NORTE,Sub. Lambayeque,59 LINARES CAJAMARCA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4,4,4188,3592,1,12118,1064
REGION NORTE,Sub. Lambayeque,59 LINARES CAJAMARCA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1095,1042,0,5129,593
REGION NORTE,Sub. Lambayeque,45 DIAZ RUIZ CHOTA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1,1,36,15,2,48,22
REGION NORTE,Sub. Lambayeque,45 DIAZ RUIZ CHOTA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,60,60,203,1062,0,2552,1255
REGION NORTE,Sub. Lambayeque,45 DIAZ RUIZ CHOTA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,41,41,511,1798,3,5952,459
REGION NORTE,Sub. Lambayeque,45 DIAZ RUIZ CHOTA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,30,30,250,166,13,818,281
REGION NORTE,Sub. La Libertad,B1 CESARIS HUAMACHUCO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,10,0,55,2
REGION NORTE,Sub. La Libertad,B1 CESARIS HUAMACHUCO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,3805,0,11513,713
REGION NORTE,Sub. La Libertad,B1 CESARIS HUAMACHUCO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,333,0,2815,232
REGION NORTE,Sub. La Libertad,B1 CESARIS HUAMACHUCO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,16,0,124,4
REGION NORTE,Sub. La Libertad,49 REGZA CHOCOPE,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4,4,29,39,0,167,17
REGION NORTE,Sub. La Libertad,49 REGZA CHOCOPE,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2332,1606,0,2436,30
REGION NORTE,Sub. La Libertad,49 REGZA CHOCOPE,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3,3,357,198,0,1135,129
REGION NORTE,Sub. La Libertad,49 REGZA CHOCOPE,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,130,90,0,622,66
REGION NORTE,Sub. La Libertad,48 REGZA PACASMAYO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,49,55,0,245,32
REGION NORTE,Sub. La Libertad,48 REGZA PACASMAYO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5,5,328,229,0,1119,272
REGION NORTE,Sub. La Libertad,48 REGZA PACASMAYO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1047,932,0,4169,704
REGION NORTE,Sub. La Libertad,48 REGZA PACASMAYO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,560,424,0,2169,302
REGION NORTE,Sub. La Libertad,43 PMA TRUJILLO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,83,83,543,888,0,3578,338
REGION NORTE,Sub. La Libertad,43 PMA TRUJILLO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3,3,9122,4315,0,17016,327
REGION NORTE,Sub. La Libertad,43 PMA TRUJILLO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,521,521,4803,3163,6,14030,3249
REGION NORTE,Sub. La Libertad,43 PMA TRUJILLO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,481,481,4428,3502,29,16241,3239
REGION NORTE,Sub. Ancash,68 PMA CHIMBOTE,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,317,206,0,1023,0
REGION NORTE,Sub. Ancash,68 PMA CHIMBOTE,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2820,2313,0,9293,0
REGION NORTE,Sub. Ancash,68 PMA CHIMBOTE,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2980,2015,0,6214,15
REGION NORTE,Sub. Ancash,68 PMA CHIMBOTE,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1832,1344,0,6344,0
REGION NORTE,Sub. Ancash,61 BAJOPONTINA HUARAZ,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,233,162,0,683,0
REGION NORTE,Sub. Ancash,61 BAJOPONTINA HUARAZ,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,4448,4975,0,18331,0
REGION NORTE,Sub. Ancash,61 BAJOPONTINA HUARAZ,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2237,2676,0,8479,0
REGION NORTE,Sub. Ancash,61 BAJOPONTINA HUARAZ,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,859,785,0,3280,3
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,17,21,0,94,46
